Age;L;M;S;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
30,29158111;1;48,964;0,02848;43,386;44,781;46,175;47,57;48,964;50,358;51,753;53,147;54,542
30,32443532;1;48,9673;0,02848;43,389;44,784;46,178;47,573;48,967;50,362;51,756;53,151;54,546
30,35728953;1;48,9705;0,02848;43,392;44,786;46,181;47,576;48,97;50,365;51,76;53,155;54,549
30,39014374;1;48,9737;0,02848;43,395;44,789;46,184;47,579;48,974;50,368;51,763;53,158;54,553
30,42299795;1;48,9769;0,02848;43,397;44,792;46,187;47,582;48,977;50,372;51,767;53,161;54,556
30,45585216;1;48,9802;0,02849;43,398;44,794;46,189;47,585;48,98;50,376;51,771;53,167;54,562
30,48870637;1;48,9834;0,02849;43,401;44,797;46,192;47,588;48,983;50,379;51,774;53,17;54,566
30,52156057;1;48,9866;0,02849;43,404;44,8;46,195;47,591;48,987;50,382;51,778;53,173;54,569
30,55441478;1;48,9898;0,02849;43,407;44,803;46,198;47,594;48,99;50,386;51,781;53,177;54,573
30,58726899;1;48,993;0,02849;43,41;44,806;46,201;47,597;48,993;50,389;51,785;53,18;54,576
30,6201232;1;48,9962;0,02849;43,413;44,808;46,204;47,6;48,996;50,392;51,788;53,184;54,58
30,65297741;1;48,9993;0,02849;43,415;44,811;46,207;47,603;48,999;50,395;51,791;53,187;54,583
30,68583162;1;49,0025;0,0285;43,416;44,813;46,209;47,606;49,002;50,399;51,796;53,192;54,589
30,71868583;1;49,0057;0,0285;43,419;44,816;46,212;47,609;49,006;50,402;51,799;53,196;54,592
30,75154004;1;49,0089;0,0285;43,422;44,819;46,215;47,612;49,009;50,406;51,802;53,199;54,596
30,78439425;1;49,0121;0,0285;43,425;44,822;46,218;47,615;49,012;50,409;51,806;53,203;54,599
30,81724846;1;49,0152;0,0285;43,427;44,824;46,221;47,618;49,015;50,412;51,809;53,206;54,603
30,85010267;1;49,0184;0,0285;43,43;44,827;46,224;47,621;49,018;50,415;51,812;53,209;54,606
30,88295688;1;49,0215;0,0285;43,433;44,83;46,227;47,624;49,022;50,419;51,816;53,213;54,61
30,91581109;1;49,0247;0,02851;43,434;44,832;46,229;47,627;49,025;50,422;51,82;53,218;54,615
30,9486653;1;49,0278;0,02851;43,437;44,834;46,232;47,63;49,028;50,426;51,823;53,221;54,619
30,98151951;1;49,031;0,02851;43,44;44,837;46,235;47,633;49,031;50,429;51,827;53,225;54,622
31,01437372;1;49,0341;0,02851;43,442;44,84;46,238;47,636;49,034;50,432;51,83;53,228;54,626
31,04722793;1;49,0372;0,02851;43,445;44,843;46,241;47,639;49,037;50,435;51,833;53,231;54,629
31,08008214;1;49,0404;0,02851;43,448;44,846;46,244;47,642;49,04;50,439;51,837;53,235;54,633
31,11293634;1;49,0435;0,02851;43,451;44,849;46,247;47,645;49,044;50,442;51,84;53,238;54,636
