Age;L;M;S;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
5.158110883;-0.0484;6.9659;0.12259;4.217;4.838;5.459;6.164;6.966;7.877;8.914;10.096;11.277
5.190965092;-0.0496;6.9797;0.12256;4.226;4.848;5.47;6.177;6.98;7.893;8.932;10.116;11.299
5.223819302;-0.0507;6.9934;0.12254;4.235;4.859;5.482;6.189;6.993;7.908;8.949;10.136;11.322
5.256673511;-0.0518;7.007;0.12251;4.245;4.869;5.493;6.201;7.007;7.923;8.967;10.155;11.344
5.289527721;-0.0529;7.0205;0.12248;4.254;4.879;5.504;6.214;7.02;7.938;8.984;10.175;11.366
5.32238193;-0.054;7.034;0.12246;4.263;4.889;5.515;6.226;7.034;7.954;9.001;10.194;11.388
5.35523614;-0.0551;7.0474;0.12243;4.272;4.899;5.526;6.238;7.047;7.969;9.018;10.214;11.409
5.388090349;-0.0562;7.0607;0.12241;4.281;4.909;5.537;6.25;7.061;7.984;9.035;10.233;11.431
5.420944559;-0.0573;7.074;0.12238;4.29;4.919;5.548;6.262;7.074;7.998;9.051;10.252;11.453
5.453798768;-0.0583;7.0872;0.12236;4.299;4.929;5.558;6.274;7.087;8.013;9.068;10.271;11.474
5.486652977;-0.0594;7.1003;0.12234;4.308;4.938;5.569;6.285;7.1;8.028;9.085;10.29;11.496
5.519507187;-0.0605;7.1133;0.12231;4.317;4.948;5.58;6.297;7.113;8.042;9.101;10.309;11.517
5.552361396;-0.0615;7.1263;0.12229;4.326;4.958;5.59;6.309;7.126;8.057;9.118;10.328;11.538
5.585215606;-0.0626;7.1393;0.12227;4.334;4.968;5.601;6.321;7.139;8.072;9.134;10.347;11.56
5.618069815;-0.0637;7.1521;0.12225;4.343;4.977;5.611;6.332;7.152;8.086;9.151;10.366;11.581
5.650924025;-0.0647;7.1649;0.12223;4.352;4.987;5.622;6.344;7.165;8.1;9.167;10.384;11.602
5.683778234;-0.0658;7.1776;0.12221;4.36;4.996;5.632;6.355;7.178;8.115;9.183;10.403;11.623
5.716632444;-0.0668;7.1903;0.12219;4.369;5.006;5.642;6.366;7.19;8.129;9.199;10.421;11.644
5.749486653;-0.0678;7.2029;0.12217;4.377;5.015;5.653;6.378;7.203;8.143;9.215;10.44;11.664
5.782340862;-0.0689;7.2154;0.12215;4.386;5.024;5.663;6.389;7.215;8.157;9.231;10.458;11.685
5.815195072;-0.0699;7.2279;0.12214;4.394;5.034;5.673;6.4;7.228;8.171;9.247;10.477;11.706
5.848049281;-0.0709;7.2403;0.12212;4.403;5.043;5.683;6.411;7.24;8.185;9.263;10.495;11.726
5.880903491;-0.0719;7.2527;0.1221;4.411;5.052;5.693;6.422;7.253;8.199;9.279;10.513;11.746
5.9137577;-0.0729;7.265;0.12208;4.419;5.061;5.703;6.434;7.265;8.213;9.295;10.531;11.767
5.94661191;-0.0739;7.2772;0.12207;4.427;5.07;5.713;6.444;7.277;8.227;9.31;10.549;11.787
5.979466119;-0.0749;7.2894;0.12205;4.436;5.079;5.723;6.455;7.289;8.24;9.326;10.566;11.807
6.012320329;-0.0759;7.3016;0.12204;4.444;5.088;5.733;6.466;7.302;8.254;9.341;10.585;11.828
6.045174538;-0.0769;7.3136;0.12202;4.452;5.097;5.743;6.477;7.314;8.267;9.357;10.602;11.847
6.078028747;-0.0779;7.3256;0.12201;4.46;5.106;5.753;6.488;7.326;8.281;9.372;10.62;11.868
6.110882957;-0.0789;7.3376;0.122;4.468;5.115;5.762;6.499;7.338;8.295;9.388;10.638;11.888
6.143737166;-0.0799;7.3495;0.12198;4.476;5.124;5.772;6.509;7.35;8.308;9.403;10.655;11.907
6.176591376;-0.0808;7.3614;0.12197;4.484;5.133;5.782;6.52;7.361;8.321;9.418;10.673;11.927
6.209445585;-0.0818;7.3732;0.12196;4.492;5.141;5.791;6.531;7.373;8.335;9.433;10.69;11.947
6.242299795;-0.0828;7.3849;0.12195;4.5;5.15;5.801;6.541;7.385;8.348;9.448;10.707;11.967
6.275154004;-0.0837;7.3966;0.12194;4.507;5.159;5.81;6.552;7.397;8.361;9.463;10.725;11.986
6.308008214;-0.0847;7.4082;0.12192;4.515;5.167;5.82;6.562;7.408;8.374;9.478;10.742;12.005
6.340862423;-0.0857;7.4198;0.12191;4.523;5.176;5.829;6.572;7.42;8.387;9.493;10.759;12.025
6.373716632;-0.0866;7.4314;0.1219;4.531;5.185;5.838;6.583;7.431;8.4;9.508;10.776;12.044
6.406570842;-0.0875;7.4429;0.12189;4.538;5.193;5.848;6.593;7.443;8.413;9.523;10.793;12.064
6.439425051;-0.0885;7.4543;0.12188;4.546;5.201;5.857;6.603;7.454;8.426;9.537;10.81;12.083
6.472279261;-0.0894;7.4657;0.12188;4.553;5.21;5.866;6.613;7.466;8.439;9.552;10.827;12.102
6.50513347;-0.0904;7.477;0.12187;4.561;5.218;5.875;6.624;7.477;8.452;9.567;10.844;12.121
6.53798768;-0.0913;7.4883;0.12186;4.569;5.226;5.884;6.634;7.488;8.465;9.581;10.861;12.14
6.570841889;-0.0922;7.4995;0.12185;4.576;5.235;5.893;6.644;7.5;8.477;9.596;10.877;12.159
6.603696099;-0.0931;7.5107;0.12184;4.583;5.243;5.902;6.654;7.511;8.49;9.61;10.894;12.178
6.636550308;-0.094;7.5219;0.12184;4.591;5.251;5.911;6.664;7.522;8.503;9.625;10.911;12.197
6.669404517;-0.095;7.533;0.12183;4.598;5.259;5.92;6.674;7.533;8.515;9.639;10.927;12.216
6.702258727;-0.0959;7.544;0.12182;4.606;5.267;5.929;6.683;7.544;8.527;9.653;10.944;12.234
6.735112936;-0.0968;7.5551;0.12182;4.613;5.276;5.938;6.693;7.555;8.54;9.668;10.961;12.254
6.767967146;-0.0977;7.566;0.12181;4.62;5.284;5.947;6.703;7.566;8.552;9.682;10.977;12.272
6.800821355;-0.0986;7.5769;0.12181;4.627;5.292;5.956;6.713;7.577;8.565;9.696;10.993;12.291
6.833675565;-0.0995;7.5878;0.1218;4.635;5.3;5.965;6.723;7.588;8.577;9.71;11.009;12.309
6.866529774;-0.1003;7.5986;0.1218;4.642;5.307;5.973;6.732;7.599;8.589;9.724;11.026;12.327
6.899383984;-0.1012;7.6094;0.12179;4.649;5.315;5.982;6.742;7.609;8.601;9.738;11.042;12.346
6.932238193;-0.1021;7.6202;0.12179;4.656;5.323;5.991;6.751;7.62;8.614;9.752;11.058;12.364
